Model No,Make,Model,Variant,Ex_Showroom_Price,Displacement,Cylinders,Fuel_Tank_Capacity,Fuel_Type,City_Mileage,Gears,Front_Brakes,Rear_Brakes,Front_Tyre_&_Rim,Rear_Tyre_&_Rim,Speedometer,Seating_Capacity,Aux-in_Compatibility,Basic_Warranty,Handbrake,Sale_per_year,warranty,Model_year
415,Mahindra,Kuv100 Nxt,K2 5Str Cng Taxi,4710412,1198 cc,3,35 litres,Petrol,15.5 km/litre,5,Ventilated Disc,Drum,185/65R14,185/65R14,"Analog, Digital",5,No,"2 years /1,00,000 Kms (years/distance whichever comes first)",Manual,7481,3,2012
416,Mahindra,Kuv100 Nxt,K2 6Str Cng Taxi,9693638,1198 cc,3,35 litres,Petrol,15.5 km/litre,5,Ventilated Disc,Drum,185/65R14,185/65R14,"Analog, Digital",6,No,"2 years /1,00,000 Kms (years/distance whichever comes first)",Manual,7799,3,2016
417,Maruti Suzuki,Swift,Lxi,2114035,1197 cc,4,37 litres,Petrol,12.6 km/litre,5,Ventilated Disc,Drum,165/80 R14,165/80 R14,Analog,5,No,2 years /40000 Kms (years/distance whichever comes first),Manual,8565,3,2014
418,Maruti Suzuki,Swift,Vxi,2545226,1197 cc,4,37 litres,Petrol,23 km/litre,5,Ventilated Disc,Drum,165/80R14,165/80R14,Analog,5,Yes,2 years /40000 Kms (years/distance whichever comes first),Manual,9229,5,2010
419,Maruti Suzuki,Swift,Vxi Amt,3759013,1197 cc,4,37 litres,Petrol,23 km/litre,5,Ventilated Disc,Drum,165/80R14,165/80R14,Analog,5,Yes,2 years /40000 Kms (years/distance whichever comes first),Manual,1334,2,2013
420,Maruti Suzuki,Swift,Zxi,1243769,1197 cc,4,37 litres,Petrol,23 km/litre,5,Ventilated Disc,Drum,185/65R15,185/65R15,Analog,5,Yes,2 years /40000 Kms (years/distance whichever comes first),Manual,1038,5,2015
421,Maruti Suzuki,Swift,Zxi Amt,9253232,1197 cc,4,37 litres,Petrol,23 km/litre,5,Ventilated Disc,Drum,185/65R15,185/65R15,Analog,5,Yes,2 years /40000 Kms (years/distance whichever comes first),Manual,4706,3,2013
422,Maruti Suzuki,Swift,Zxi Plus,6316157,1197 cc,4,37 litres,Petrol,23 km/litre,5,Ventilated Disc,Drum,185/65R15,185/65R15,Analog,5,Yes,2 years /40000 Kms (years/distance whichever comes first),Manual,8248,3,2021
423,Maruti Suzuki,Swift,Ldi,5074012,1248 cc,4,37 litres,Diesel,23 km/litre,5,Ventilated Disc,Drum,185/80R14,185/80R14,Analog,5,No,2 years /40000 Kms (years/distance whichever comes first),Manual,7892,4,2020
424,Maruti Suzuki,Swift,Vdi,7803154,1248 cc,4,37 litres,Diesel,23 km/litre,5,Ventilated Disc,Drum,165/80R14,165/80R14,Analog,5,Yes,2 years /40000 Kms (years/distance whichever comes first),Manual,1605,2,2013
425,Maruti Suzuki,Swift,Vdi Amt,8788961,1248 cc,4,37 litres,Diesel,23 km/litre,5,Ventilated Disc,Drum,165/80R14,165/80R14,Analog,5,Yes,2 years /40000 Kms (years/distance whichever comes first),Manual,7795,5,2013
426,Maruti Suzuki,Swift,Zdi,7493504,1248 cc,4,37 litres,Diesel,23 km/litre,5,Ventilated Disc,Drum,185/65R15,185/65R15,Analog,5,Yes,2 years /40000 Kms (years/distance whichever comes first),Manual,8672,2,2018
427,Maruti Suzuki,Swift,Zdi Amt,7103849,1248 cc,4,37 litres,Diesel,23 km/litre,5,Ventilated Disc,Drum,185/65R15,185/65R15,Analog,5,Yes,2 years /40000 Kms (years/distance whichever comes first),Manual,2009,2,2016
428,Maruti Suzuki,Swift,Zdi Plus,1418488,1248 cc,4,37 litres,Diesel,23 km/litre,5,Ventilated Disc,Drum,185/65R15,185/65R15,Analog,5,Yes,2 years /40000 Kms (years/distance whichever comes first),Manual,6880,2,2016
429,Maruti Suzuki,Swift,Zxi Plus Amt,5039084,1197 cc,4,37 litres,Petrol,23 km/litre,5,Ventilated Disc,Drum,185/65R15,185/65R15,Analog,5,Yes,2 years /40000 Kms (years/distance whichever comes first),Manual,10498,2,2011
430,Maruti Suzuki,Swift,Zdi Plus Amt,3526903,1248 cc,4,37 litres,Diesel,23 km/litre,5,Ventilated Disc,Drum,185/65R15,185/65R15,Analog,5,Yes,2 years /40000 Kms (years/distance whichever comes first),Manual,6264,4,2012
431,Tata,Altroz,Xe Petrol,1786694,1199 cc,3,37 litres,Petrol,23 km/litre,5,Ventilated Disc,Drum,165/80R14,165/80R14,"Analog, Digital",5,No,No Warranty,Manual,9406,5,2014
432,Tata,Altroz,Xm Petrol,9408466,1199 cc,3,37 litres,Petrol,23 km/litre,5,Ventilated Disc,Drum,165/80R14,165/80R14,"Analog, Digital",5,No,No Warranty,Manual,6404,4,2017
433,Tata,Altroz,Xt Petrol,5493295,1199 cc,3,37 litres,Petrol,23 km/litre,5,Ventilated Disc,Drum,165/80R14,165/80R14,"Analog, Digital",5,Yes,No Warranty,Manual,10029,5,2021
434,Tata,Altroz,Xz Petrol,5259514,1199 cc,3,37 litres,Petrol,23 km/litre,5,Ventilated Disc,Drum,165/80R14,165/80R14,"Analog, Digital",5,No,No Warranty,Manual,8386,5,2013
435,Tata,Altroz,Xz (O) Petrol,9964067,1199 cc,3,37 litres,Petrol,23 km/litre,5,Ventilated Disc,Drum,165/80R14,165/80R14,"Analog, Digital",5,Yes,No Warranty,Manual,8448,2,2019
436,Tata,Altroz,Xe Diesel,4233452,1497 cc,4,37 litres,Diesel,23 km/litre,5,Ventilated Disc,Drum,165/80R14,165/80R14,"Analog, Digital",5,No,No Warranty,Manual,1420,5,2019
437,Tata,Altroz,Xm Diesel,3222099,1497 cc,4,37 litres,Diesel,23 km/litre,5,Ventilated Disc,Drum,165/80R14,165/80R14,"Analog, Digital",5,No,No Warranty,Manual,3662,3,2014
438,Tata,Altroz,Xt Diesel,3370139,1497 cc,4,37 litres,Diesel,23 km/litre,5,Ventilated Disc,Drum,165/80R14,165/80R14,"Analog, Digital",5,Yes,No Warranty,Manual,9188,4,2015
439,Tata,Altroz,Xz Diesel,8590202,1497 cc,4,37 litres,Diesel,23 km/litre,5,Ventilated Disc,Drum,165/80R14,165/80R14,"Analog, Digital",5,No,No Warranty,Manual,5729,5,2016
440,Tata,Altroz,Xz (O) Diesel,7364030,1497 cc,4,37 litres,Diesel,23 km/litre,5,Ventilated Disc,Drum,165/80R14,165/80R14,"Analog, Digital",5,Yes,No Warranty,Manual,5852,2,2018
441,Icml,Extreme,Ld Di Non Ac 9 Seater Bsiii,8040763,1994 cc,4,50 litres,Diesel,8.6 km/litre,5,Ventilated Disc,Drum,205/65 R15,205/65 R15,error,9,No,"2 Years / 100,000 Kms (whichever comes first)",Manual,6503,4,2010
442,Icml,Extreme,Ld Crdfi Non Ac 9 Seater Bsiv,9797674,1994 cc,4,50 litres,Diesel,8.6 km/litre,5,Ventilated Disc,Drum,205/65 R15,205/65 R15,error,9,No,"2 Years / 100,000 Kms (whichever comes first)",Manual,8769,4,2019
443,Icml,Extreme,Ld Di Ps Ac 9 Seater Bsiii,2695997,1994 cc,4,50 litres,Diesel,8.6 km/litre,5,Ventilated Disc,Drum,205/65 R15,205/65 R15,error,9,No,"2 Years / 100,000 Kms (whichever comes first)",Manual,2357,2,2011
444,Icml,Extreme,Ld Crdfi Ps Ac 9 Seater Bsiii,8790687,1994 cc,4,50 litres,Diesel,8.6 km/litre,5,Ventilated Disc,Drum,205/65 R15,205/65 R15,error,9,No,"2 Years / 100,000 Kms (whichever comes first)",Manual,4553,2,2014
445,Icml,Extreme,Sd Di 9 Seater Bsiii,9095034,1994 cc,4,50 litres,Diesel,8.6 km/litre,5,Ventilated Disc,Drum,205/65 R15,205/65 R15,error,9,No,"2 Years / 100,000 Kms (whichever comes first)",Manual,9774,5,2019
446,Icml,Extreme,Ld Crdfi Ps Ac 9 Seater Bsiv,5059816,1994 cc,4,50 litres,Diesel,8.6 km/litre,5,Ventilated Disc,Drum,205/65 R15,205/65 R15,error,9,No,"2 Years / 100,000 Kms (whichever comes first)",Manual,7914,5,2016
447,Icml,Extreme,Vd Crdfi 7 Seater Bsiii,1724703,1994 cc,4,50 litres,Diesel,8.6 km/litre,5,Ventilated Disc,Drum,205/65 R15,205/65 R15,error,7,No,"2 Years / 100,000 Kms (whichever comes first)",Manual,5513,5,2014
448,Icml,Extreme,Vd Di 7 Seater Bsiii,6127295,1994 cc,4,50 litres,Diesel,8.6 km/litre,5,Ventilated Disc,Drum,205/65 R15,205/65 R15,error,7,No,"2 Years / 100,000 Kms (whichever comes first)",Manual,5566,5,2013
449,Icml,Extreme,Sd Crdfi 9 Seater Bsiv,4690958,1994 cc,4,50 litres,Diesel,8.6 km/litre,5,Ventilated Disc,Drum,205/65 R15,205/65 R15,error,9,No,"2 Years / 100,000 Kms (whichever comes first)",Manual,1182,5,2019
450,Icml,Extreme,Vd Crdfi 7 Seater Bsiv,8451329,1994 cc,4,50 litres,Diesel,8.6 km/litre,5,Ventilated Disc,Drum,205/65 R15,205/65 R15,error,7,No,"2 Years / 100,000 Kms (whichever comes first)",Manual,8992,3,2013
451,Icml,Extreme,Sd Crdfi 9 Seater Bsiii,8128604,1994 cc,4,50 litres,Diesel,8.6 km/litre,5,Ventilated Disc,Drum,205/65 R15,205/65 R15,error,9,No,"2 Years / 100,000 Kms (whichever comes first)",Manual,8744,5,2021
452,Tata,Tigor,Revotron Xe,8693185,1199 cc,3,35 litres,Petrol,24.12 km/litre,5,Ventilated Disc,Drum,155/80 R13,155/80 R13,Analog,5,No,No Warranty,Manual,9013,4,2015
453,Tata,Tigor,Revotron Xm,5501840,1199 cc,3,35 litres,Petrol,24.12 km/litre,5,Ventilated Disc,Drum,155/80 R13,155/80 R13,Analog,5,Yes,No Warranty,Manual,1238,5,2017
454,Tata,Tigor,Revotron Xz,9813685,1199 cc,3,35 litres,Petrol,24.12 km/litre,5,Ventilated Disc,Drum,175/60 R15,175/60 R15,Analog,5,Yes,"2 Years / 75,000 KM (whichever is earlier)",Manual,5617,2,2018
455,Tata,Tigor,Revotron Xz Plus,4218756,1199 cc,3,35 litres,Petrol,24.12 km/litre,5,Ventilated Disc,Drum,175/60 R15,175/60 R15,Analog,5,Yes,"2 Years / 75,000 KM (whichever is earlier)",Manual,8733,3,2022
456,Tata,Tigor,Revotron Xma,1546134,1199 cc,3,35 litres,Petrol,24.12 km/litre,5,Ventilated Disc,Drum,155/80 R13,155/80 R13,Analog,5,Yes,No Warranty,Manual,4144,5,2016
457,Tata,Tigor,Revotron Xza Plus,6843262,1199 cc,3,35 litres,Petrol,24.12 km/litre,5,Ventilated Disc,Drum,175/60 R15,175/60 R15,Analog,5,Yes,"2 Years / 75,000 KM (whichever is earlier)",Manual,9243,2,2017
458,Tata,Zest,Xe Petrol,2545862,1193 cc,4,44 litres,Petrol,13.2 km/litre,5,Ventilated Disc,Drum,185/60R15,185/60R15,Analog,5,No,2 years /75000 Kms (years/distance whichever comes first),Manual,5272,2,2013
459,Tata,Zest,Xe Diesel,7554282,1248 cc,4,44 litres,Diesel,19.2 km/litre,5,Ventilated Disc,Drum,185/60R15,185/60R15,Analog,5,No,2 years /75000 Kms (years/distance whichever comes first),Manual,9814,3,2012
460,Tata,Zest,Xm Petrol,2940622,1193 cc,4,44 litres,Petrol,13.2 km/litre,5,Ventilated Disc,Drum,185/60R15,185/60R15,Analog,5,Yes,2 years /75000 Kms (years/distance whichever comes first),Manual,8788,4,2010
461,Tata,Zest,Xms Petrol,4552115,1193 cc,4,44 litres,Petrol,13.2 km/litre,5,Ventilated Disc,Drum,185/60R15,185/60R15,Analog,5,Yes,2 years /75000 Kms (years/distance whichever comes first),Manual,6657,5,2015
462,Tata,Zest,Xt Petrol,2437694,1193 cc,4,44 litres,Petrol,13.2 km/litre,5,Ventilated Disc,Drum,185/60R15,185/60R15,Analog,5,Yes,2 years /75000 Kms (years/distance whichever comes first),Manual,10975,4,2019
463,Tata,Zest,Xm Diesel,2698906,1248 cc,4,44 litres,Diesel,19.2 km/litre,5,Ventilated Disc,Drum,185/60R15,185/60R15,Analog,5,Yes,2 years /75000 Kms (years/distance whichever comes first),Manual,9666,4,2021
464,Tata,Zest,Xms Diesel,8743924,1248 cc,4,44 litres,Diesel,19.2 km/litre,5,Ventilated Disc,Drum,185/60R15,185/60R15,Analog,5,Yes,2 years /75000 Kms (years/distance whichever comes first),Manual,10993,2,2011
465,Tata,Zest,Xt Diesel,9673692,1248 cc,4,44 litres,Diesel,19.2 km/litre,5,Ventilated Disc,Drum,185/60R15,185/60R15,Analog,5,Yes,2 years /75000 Kms (years/distance whichever comes first),Manual,10570,4,2019
466,Tata,Zest,Xma Diesel,8209282,1248 cc,4,44 litres,Diesel,19.2 km/litre,5,Ventilated Disc,Drum,185/60R15,185/60R15,Analog,5,Yes,2 years /75000 Kms (years/distance whichever comes first),Manual,5639,2,2012
467,Tata,Zest,Xta Diesel,4650275,1248 cc,4,44 litres,Diesel,19.2 km/litre,5,Ventilated Disc,Drum,185/60R15,185/60R15,Analog,5,Yes,2 years /75000 Kms (years/distance whichever comes first),Manual,2676,3,2019
468,Tata,Zest,Zest Premio Edition,6662370,1248 cc,4,44 litres,Diesel,19.2 km/litre,5,Ventilated Disc,Drum,185/60R15,185/60R15,Analog,5,Yes,2 years /75000 Kms (years/distance whichever comes first),Manual,7278,2,2018
469,Honda,Amaze,S Cvt Petrol,2657495,1199 cc,4,35 litres,Petrol,23 km/litre,5,Ventilated Disc,Drum,175/65R14,175/65R14,Analog,5,Yes,No Warranty,Manual,1448,4,2017
470,Honda,Amaze,E Mt Diesel,7812072,1498 cc,4,35 litres,Diesel,23 km/litre,5,Ventilated Disc,Drum,175/65R14,175/65R14,Analog,5,Yes,"2 Years / 40,000 Kms (Whichever comes earlier)",Manual,9104,2,2021
471,Honda,Amaze,E Mt Petrol,9829143,1199 cc,4,35 litres,Petrol,23 km/litre,5,Ventilated Disc,Drum,175/65R14,175/65R14,Analog,5,No,No Warranty,Manual,9689,3,2011
472,Honda,Amaze,S Cvt Diesel,2104471,1498 cc,4,35 litres,Diesel,23 km/litre,5,Ventilated Disc,Drum,175/65R14,175/65R14,Analog,5,Yes,No Warranty,Manual,4732,5,2014
473,Honda,Amaze,V Cvt Petrol,6774381,1199 cc,4,35 litres,Petrol,23 km/litre,5,Ventilated Disc,Drum,175/65R15,175/65R15,Analog,5,Yes,"2 Years / 40,000 Kms (Whichever comes earlier)",Manual,8022,5,2017
474,Honda,Amaze,V Cvt Diesel,9038587,1498 cc,4,35 litres,Diesel,23 km/litre,5,Ventilated Disc,Drum,175/65R15,175/65R15,Analog,5,Yes,"2 Years / 40,000 Kms (Whichever comes earlier)",Manual,5159,4,2018
475,Honda,Amaze,S Mt Diesel,1978227,1498 cc,4,35 litres,Diesel,23 km/litre,5,Ventilated Disc,Drum,175/65R14,175/65R14,Analog,5,Yes,"2 Years / 40,000 Kms (Whichever comes earlier)",Manual,8352,4,2016
476,Honda,Amaze,Vx Mt Diesel,6789765,1498 cc,4,35 litres,Diesel,23 km/litre,5,Ventilated Disc,Drum,175/65R14,175/65R14,Analog,5,Yes,"2 Years / 40,000 Kms (Whichever comes earlier)",Manual,3712,4,2016
477,Honda,Amaze,V Mt Diesel,2667528,1498 cc,4,35 litres,Diesel,23 km/litre,5,Ventilated Disc,Drum,175/65R15,175/65R15,Analog,5,Yes,"2 Years / 40,000 Kms (Whichever comes earlier)",Manual,3904,5,2019
478,Honda,Amaze,Vx Mt Petrol,4722665,1199 cc,4,35 litres,Petrol,23 km/litre,5,Ventilated Disc,Drum,175/65R14,175/65R14,Analog,5,Yes,"2 Years / 40,000 Kms (Whichever comes earlier)",Manual,4001,2,2018
479,Honda,Amaze,V Mt Petrol,9911798,1199 cc,4,35 litres,Petrol,23 km/litre,5,Ventilated Disc,Drum,175/65R15,175/65R15,Analog,5,No,"2 Years / 40,000 Kms (Whichever comes earlier)",Manual,5505,2,2017
480,Honda,Amaze,S Mt Petrol,6861161,1198 cc,4,35 litres,Petrol,23 km/litre,5,Ventilated Disc,Drum,175/65R14,175/65R14,Analog,5,Yes,"2 Years / 40,000 Kms (Whichever comes earlier)",Manual,3005,3,2022
481,Honda,Amaze,Exclusive Edition Diesel,6278233,1498 cc,4,35 litres,Diesel,23 km/litre,5,Ventilated Disc,Drum,175/65R14,175/65R14,Analog,5,Yes,"2 Years / 40,000 Kms (Whichever comes earlier)",Manual,5354,5,2016
482,Honda,Amaze,Exclusive Edition Petrol,1967640,1199 cc,4,35 litres,Petrol,23 km/litre,5,Ventilated Disc,Drum,175/65R14,175/65R14,Analog,5,Yes,"2 Years / 40,000 Kms (Whichever comes earlier)",Manual,6075,4,2017
483,Honda,Amaze,Vx Cvt Diesel,5670785,1498 cc,4,35 litres,Diesel,23 km/litre,5,Ventilated Disc,Drum,175/65R14,175/65R14,Analog,5,Yes,"2 Years / 40,000 Kms (Whichever comes earlier)",Manual,6564,4,2013
484,Honda,Amaze,Vx Cvt Petrol,2098333,1199 cc,4,35 litres,Petrol,23 km/litre,5,Ventilated Disc,Drum,175/65R14,175/65R14,Analog,5,Yes,"2 Years / 40,000 Kms (Whichever comes earlier)",Manual,1893,2,2019
485,Honda,Amaze,Ace Edition Cvt Diesel,4828869,1498 cc,4,35 litres,Diesel,23 km/litre,5,Ventilated Disc,Drum,175/65R14,175/65R14,Analog,5,Yes,"2 Years / 40,000 Kms (Whichever comes earlier)",Manual,5066,2,2018
486,Honda,Amaze,Ace Edition Cvt Petrol,9079884,1199 cc,4,35 litres,Petrol,23 km/litre,5,Ventilated Disc,Drum,175/65R14,175/65R14,Analog,5,Yes,"2 Years / 40,000 Kms (Whichever comes earlier)",Manual,5586,3,2015
487,Honda,Amaze,Ace Edition Mt Diesel,1817395,1498 cc,4,35 litres,Diesel,23 km/litre,5,Ventilated Disc,Drum,175/65R14,175/65R14,Analog,5,Yes,"2 Years / 40,000 Kms (Whichever comes earlier)",Manual,4977,4,2022
488,Honda,Amaze,Ace Edition Mt Petrol,7108709,1199 cc,4,35 litres,Petrol,23 km/litre,5,Ventilated Disc,Drum,175/65R14,175/65R14,Analog,5,Yes,"2 Years / 40,000 Kms (Whichever comes earlier)",Manual,10164,5,2015
489,Maruti Suzuki,Gypsy,Hard Top,3471246,1298 cc,4,40 litres,Petrol,10.2 km/litre,5,Solid Disc,Drum,205/70,205/70,Analog,8,No,2 years /40000 Kms (years/distance whichever comes first),Manual,10530,2,2014
490,Maruti Suzuki,Gypsy,Soft Top,4642012,1298 cc,4,40 litres,Petrol,10.2 km/litre,5,Solid Disc,Drum,205/70,205/70,Analog,8,No,2 years /40000 Kms (years/distance whichever comes first),Manual,6898,5,2012
491,Hyundai,Venue,1.2 Kappa Mt E,6452576,1197 cc,4,45 litres,Petrol,23 km/litre,5,Ventilated Disc,Drum,195 / 65 R15,195 / 65 R15,Yes,5,Yes,No Warranty,Manual,7384,5,2014
492,Hyundai,Venue,1.0 Turbo Gdi Mt S,3078110,998 cc,4,45 litres,Petrol,23 km/litre,7,Ventilated Disc,Drum,195 / 65 R15,195 / 65 R15,Yes,5,Yes,No Warranty,Manual,2931,5,2012
493,Hyundai,Venue,1.4 Crdi Mt E,3959456,1397 cc,4,24 litres,Diesel,23 km/litre,6,Ventilated Disc,Drum,195 / 65 R15,195 / 65 R15,Analog,5,No,No Warranty,Manual,10564,2,2020
494,Hyundai,Venue,1.0 Turbo Gdi Mt Sx,3114112,998 cc,4,45 litres,Petrol,23 km/litre,6,Ventilated Disc,Drum,195 / 65 R15,195 / 65 R15,Yes,5,No,No Warranty,Manual,1526,5,2012
495,Hyundai,Venue,1.0 Turbo Gdi Mt Sx Dual Tone,7902797,998 cc,4,45 litres,Petrol,23 km/litre,6,Ventilated Disc,Drum,215 / 60 R16,215 / 60 R16,Yes,5,Yes,No Warranty,Manual,3496,4,2019
496,Hyundai,Venue,1.0 Turbo Gdi Mt Sx(O),6827220,998 cc,4,45 litres,Petrol,23 km/litre,6,Ventilated Disc,Drum,215 / 60 R16,215 / 60 R16,Yes,5,Yes,No Warranty,Manual,9400,3,2018
497,Hyundai,Venue,1.0 Turbo Gdi Dct S,5058631,998 cc,4,45 litres,Petrol,23 km/litre,7,Ventilated Disc,Drum,195 / 65 R15 Steel,195 / 65 R15 Steel,Yes,5,No,No Warranty,Manual,2061,2,2019
498,Hyundai,Venue,1.0 Turbo Gdi Dct Sx Plus,2207421,998 cc,4,45 litres,Petrol,23 km/litre,7,Ventilated Disc,Drum,215 / 60 R16,215 / 60 R16,Yes,5,Yes,No Warranty,Manual,2079,2,2017
499,Hyundai,Venue,1.2 Kappa Mt S,7700659,1197 cc,4,45 litres,Petrol,23 km/litre,5,Ventilated Disc,Drum,195 / 65 R15,195 / 65 R15,Yes,5,Yes,No Warranty,Manual,7030,4,2016
500,Hyundai,Venue,1.4 Crdi Mt S,9819274,1397 cc,4,24 litres,Diesel,23 km/litre,6,Drum,error,195 / 65 R15,195 / 65 R15,Analog,5,Yes,No Warranty,Manual,7125,2,2011
501,Hyundai,Venue,1.4 Crdi Mt Sx,8314916,1397 cc,4,24 litres,Diesel,23 km/litre,6,Ventilated Disc,Drum,215 / 60 R16,215 / 60 R16,Analog,5,Yes,No Warranty,Manual,8843,5,2021
502,Hyundai,Venue,1.4 Crdi Mt Sx Dual Tone,1733073,1397 cc,4,24 litres,Diesel,23 km/litre,6,Ventilated Disc,Drum,215 / 60 R16,215 / 60 R16,Analog,5,Yes,No Warranty,Manual,7120,5,2018
503,Hyundai,Venue,1.4 Crdi Mt Sx(O),1349270,1397 cc,4,45 litres,Diesel,23 km/litre,6,Ventilated Disc,Drum,215 / 60 R16,215 / 60 R16,Analog,5,Yes,No Warranty,Manual,2349,2,2013
504,Tata,Nexon,Xe,7047555,1198 cc,3,44 litres,Petrol,23 km/litre,4,Ventilated Disc,Drum,195/60 R16,195/60 R16,Analog,5,No,No Warranty,Manual,3318,3,2013
505,Tata,Nexon,Xm,7275987,1198 cc,3,44 litres,Petrol,23 km/litre,4,Ventilated Disc,Drum,195/60 R16,195/60 R16,Analog,5,Yes,No Warranty,Manual,10987,4,2012
506,Tata,Nexon,Xz,5796640,1198 cc,3,44 litres,Petrol,23 km/litre,4,Ventilated Disc,Drum,195/60 R16,195/60 R16,Analog,5,Yes,No Warranty,Manual,8365,4,2022
507,Tata,Nexon,Xz Plus,2142083,1198 cc,3,44 litres,Petrol,23 km/litre,4,Ventilated Disc,Drum,215 / 60 R16,215 / 60 R16,Analog,5,Yes,No Warranty,Manual,3668,5,2016
508,Tata,Nexon,Xz Plus Dual Tone,4166912,1198 cc,3,44 litres,Petrol,23 km/litre,4,Ventilated Disc,Drum,215 / 60 R16,215 / 60 R16,Analog,5,Yes,No Warranty,Manual,1141,2,2017
509,Tata,Nexon,Xz Plus (O),6526365,1198 cc,3,44 litres,Petrol,23 km/litre,4,Ventilated Disc,Drum,215 / 60 R16,215 / 60 R16,Analog,5,Yes,No Warranty,Manual,1851,2,2017
510,Tata,Nexon,Xz Plus (O) Dual Tone,1593045,1198 cc,3,44 litres,Petrol,23 km/litre,4,Ventilated Disc,Drum,215 / 60 R16,215 / 60 R16,Analog,5,Yes,No Warranty,Manual,4605,3,2013
511,Tata,Nexon,Xma,5021868,1198 cc,3,44 litres,Petrol,23 km/litre,4,Ventilated Disc,Drum,195/60 R16,195/60 R16,Analog,5,Yes,No Warranty,Manual,10353,5,2010
512,Tata,Nexon,Xza Plus,6816894,1198 cc,3,44 litres,Petrol,23 km/litre,4,Ventilated Disc,Drum,215 / 60 R16,215 / 60 R16,Analog,5,Yes,No Warranty,Manual,1147,2,2017
513,Tata,Nexon,Xza Plus Dual Tone,1986814,1198 cc,3,44 litres,Petrol,23 km/litre,4,Ventilated Disc,Drum,215 / 60 R16,215 / 60 R16,Analog,5,Yes,No Warranty,Manual,4775,2,2012
514,Tata,Nexon,Xza Plus (O),2665127,1198 cc,3,44 litres,Petrol,23 km/litre,4,Ventilated Disc,Drum,215 / 60 R16,215 / 60 R16,Analog,5,Yes,No Warranty,Manual,3572,2,2018
515,Tata,Nexon,Xza Plus (O) Dual Tone,2896234,1198 cc,3,44 litres,Petrol,23 km/litre,4,Ventilated Disc,Drum,215 / 60 R16,215 / 60 R16,Analog,5,Yes,No Warranty,Manual,3461,5,2016
516,Tata,Nexon,Xe Diesel,6119309,1497 cc,4,44 litres,Diesel,23 km/litre,4,Ventilated Disc,Drum,195/60 R16,195/60 R16,Analog,5,No,No Warranty,Manual,3128,5,2018
517,Tata,Nexon,Xm Diesel,9525480,1497 cc,4,44 litres,Diesel,23 km/litre,4,Ventilated Disc,Drum,195/60 R16,195/60 R16,Analog,5,Yes,No Warranty,Manual,1347,2,2016
518,Tata,Nexon,Xz Diesel,4351817,1497 cc,4,44 litres,Diesel,23 km/litre,4,Ventilated Disc,Drum,195/60 R16,195/60 R16,Analog,5,Yes,No Warranty,Manual,8911,5,2016
519,Tata,Nexon,Xz Plus Diesel,6621660,1497 cc,4,44 litres,Diesel,23 km/litre,4,Ventilated Disc,Drum,215 / 60 R16,215 / 60 R16,Analog,5,Yes,No Warranty,Manual,6790,2,2011
520,Tata,Nexon,Xz Plus Diesel Dual Tone,4597061,1497 cc,4,44 litres,Diesel,23 km/litre,4,Ventilated Disc,Drum,215 / 60 R16,215 / 60 R16,Analog,5,Yes,No Warranty,Manual,2511,2,2013
521,Tata,Nexon,Xz Plus (O) Diesel,3559740,1497 cc,4,44 litres,Diesel,23 km/litre,4,Ventilated Disc,Drum,215 / 60 R16,215 / 60 R16,Analog,5,Yes,No Warranty,Manual,4482,5,2019
522,Tata,Nexon,Xz Plus (O) Diesel Dual Tone,3965907,1497 cc,4,44 litres,Diesel,23 km/litre,4,Ventilated Disc,Drum,215 / 60 R16,215 / 60 R16,Analog,5,Yes,No Warranty,Manual,1081,5,2015
523,Tata,Nexon,Xma Diesel,9907759,1497 cc,4,44 litres,Diesel,23 km/litre,4,Ventilated Disc,Drum,195/60 R16,195/60 R16,Analog,5,Yes,No Warranty,Manual,5235,4,2017
524,Tata,Nexon,Xza Plus Diesel,3060076,1497 cc,4,44 litres,Diesel,23 km/litre,4,Ventilated Disc,Drum,215 / 60 R16,215 / 60 R16,Analog,5,Yes,No Warranty,Manual,4048,5,2012
525,Tata,Nexon,Xza Plus Diesel Dual Tone,6963382,1497 cc,4,44 litres,Diesel,23 km/litre,4,Ventilated Disc,Drum,215 / 60 R16,215 / 60 R16,Analog,5,Yes,No Warranty,Manual,7433,4,2013
526,Tata,Nexon,Xza Plus (O) Diesel,2832828,1497 cc,4,44 litres,Diesel,23 km/litre,4,Ventilated Disc,Drum,215 / 60 R16,215 / 60 R16,Analog,5,Yes,No Warranty,Manual,7184,3,2011
527,Tata,Nexon,Xza Plus (O) Diesel Dual Tone,2859984,1497 cc,4,44 litres,Diesel,23 km/litre,4,Ventilated Disc,Drum,215 / 60 R16,215 / 60 R16,Analog,5,Yes,No Warranty,Manual,5068,2,2015
528,Fiat,Linea,Active Fire,6655753,1368 cc,4,45 litres,Petrol,"11,3 km/litre",5,Ventilated Disc,Solid Disc,195/60R15,195/60R15,Analog,5,Yes,"3 Years/1,00,000 Kms (Whichever comes earlier)",Manual,10005,3,2013
529,Fiat,Linea,Active Multijet,6156292,1248 cc,4,45 litres,Diesel,17.2 km/litre,5,Ventilated Disc,Drum,195/60R15,195/60R15,Analog,5,No,"3 Years/1,00,000 Kms (Whichever comes earlier)",Manual,10244,4,2015
